movie	labels
202	[0, 1, 1, 1, 1, 0, 0, 0, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
203	[0, 4, 2, 3, 1, 1, 0, 6, 2, 4, 0, 1, 1, 1, 1, 2, 3, 10, 3, 1, 0, 2]
204	[1, 1, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 2]
205	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
206	[0, 5, 10, 2, 2, 5, 8, 15, 2, 0, 1, 11, 5, 1, 0, 1, 7, 11, 9, 0, 2, 14]
207	[0, 1, 1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 4, 2, 0, 0, 0, 1, 0, 0, 0, 0]
208	[0, 1, 1, 5, 0, 3, 0, 5, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1]
209	[0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 3]
210	[1, 0, 1, 1, 0, 1, 0, 4, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
211	[0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1]
212	[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0]
213	[0, 1, 6, 4, 1, 5, 3, 3, 1, 4, 4, 1, 2, 2, 2, 0, 4, 1, 2, 0, 2, 10]
214	[1, 2, 1, 0, 3, 2, 2, 3, 2, 3, 1, 1, 1, 3, 0, 0, 1, 0, 2, 0, 0, 2]
215	[0, 1, 0, 2, 0, 4, 0, 0, 1, 0, 1, 1, 3, 0, 3, 2, 0, 0, 0, 0, 0, 2]
216	[0, 5, 3, 4, 1, 0, 5, 1, 0, 3, 1, 0, 0, 6, 2, 0, 5, 0, 3, 0, 4, 1]
217	[2, 0, 4, 0, 0, 0, 1, 0, 1, 1, 4, 0, 1, 1, 0, 0, 3, 0, 1, 0, 1, 1]
218	[0, 0, 2, 1, 0, 0, 0, 4, 1, 0, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]
219	[0, 0, 0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3]
220	[0, 1, 1, 0, 1, 4, 0, 0, 2, 0, 0, 1, 1, 3, 0, 1, 2, 1, 0, 0, 1, 1]
221	[1, 1, 0, 0, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]
222	[2, 4, 3, 2, 0, 1, 3, 2, 1, 2, 3, 0, 3, 4, 0, 1, 1, 0, 2, 0, 4, 2]
223	[4, 3, 11, 1, 5, 5, 3, 9, 4, 2, 14, 1, 4, 3, 0, 8, 0, 0, 2, 0, 0, 0]
224	[0, 3, 0, 2, 1, 0, 1, 1, 0, 1, 0, 2, 0, 3, 0, 0, 2, 0, 3, 0, 2, 0]
225	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]
226	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
227	[1, 3, 3, 6, 2, 5, 9, 1, 3, 7, 5, 3, 5, 2, 2, 5, 6, 2, 3, 0, 2, 18]
228	[0, 6, 1, 1, 3, 1, 6, 3, 1, 3, 1, 2, 1, 2, 0, 2, 8, 0, 2, 0, 3, 2]
229	[1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 2, 0, 2, 0, 0, 1, 0, 0, 0, 0]
230	[0, 2, 0, 4, 1, 2, 0, 3, 2, 0, 1, 1, 4, 0, 0, 2, 1, 0, 0, 0, 0, 1]
231	[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
232	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
233	[1, 4, 3, 0, 0, 4, 9, 3, 0, 1, 1, 3, 2, 3, 0, 4, 5, 1, 1, 1, 1, 11]
234	[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]
235	[0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
236	[0, 2, 2, 2, 0, 1, 0, 1, 2, 0, 0, 0, 0, 2, 1, 0, 3, 0, 3, 0, 0, 3]
237	[0, 1, 2, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0]
238	[3, 1, 5, 4, 1, 3, 5, 1, 0, 5, 4, 0, 2, 3, 3, 1, 4, 1, 1, 0, 0, 1]
239	[0, 6, 6, 5, 1, 3, 8, 7, 1, 2, 3, 2, 1, 2, 1, 1, 2, 0, 4, 1, 2, 13]
240	[0, 2, 1, 0, 2, 3, 0, 0, 5, 1, 0, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0]
241	[0, 0, 0, 2, 4, 4, 0, 0, 0, 0, 1, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1]
242	[0, 3, 0, 1, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
243	[0, 8, 2, 0, 0, 0, 2, 4, 1, 1, 0, 2, 0, 1, 0, 0, 3, 0, 0, 0, 2, 10]
244	[2, 4, 6, 2, 0, 0, 8, 5, 2, 3, 2, 0, 1, 0, 0, 0, 4, 0, 3, 0, 1, 7]
245	[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
246	[0, 1, 0, 0, 0, 18, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2]
247	[0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]
248	[0, 1, 3, 0, 2, 0, 3, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 11]
249	[0, 2, 3, 1, 4, 2, 0, 1, 6, 0, 0, 1, 3, 0, 0, 0, 1, 0, 1, 0, 1, 0]
250	[0, 0, 4, 1, 0, 0, 0, 2, 0, 1, 2, 0, 0, 2, 0, 1, 2, 0, 1, 0, 1, 0]
251	[0, 5, 1, 0, 0, 0, 13, 3, 0, 1, 1, 0, 1, 1, 0, 0, 4, 0, 1, 0, 0, 21]
252	[15, 6, 8, 8, 4, 6, 5, 7, 2, 9, 18, 0, 8, 4, 2, 2, 8, 1, 0, 0, 8, 0]
253	[0, 3, 0, 0, 0, 0, 1, 0, 5, 1, 1, 0, 0, 2, 1, 3, 0, 6, 1, 0, 1, 1]
254	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2]
255	[2, 1, 3, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 2, 1, 3, 1, 0, 0, 2, 5]
256	[0, 1, 2, 1, 1, 1, 0, 2, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0]
257	[0, 4, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0]
258	[0, 4, 1, 0, 0, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 5]
259	[0, 3, 0, 2, 2, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2]
260	[2, 1, 1, 0, 0, 1, 1, 1, 0, 2, 3, 0, 0, 0, 0, 1, 4, 0, 1, 0, 2, 0]
261	[0, 2, 1, 0, 0, 2, 2, 3, 0, 1, 0, 0, 1, 4, 0, 0, 2, 0, 1, 0, 4, 0]
262	[0, 2, 0, 0, 0, 0, 3, 2, 1, 3, 0, 1, 1, 5, 0, 0, 5, 0, 5, 0, 1, 2]
263	[1, 0, 5, 2, 4, 6, 2, 1, 3, 2, 3, 1, 4, 2, 0, 3, 1, 1, 1, 0, 0, 0]
264	[0, 4, 2, 3, 1, 0, 6, 2, 0, 1, 0, 0, 2, 1, 0, 0, 3, 0, 2, 0, 2, 20]
265	[1, 1, 0, 0, 0, 1, 1, 0, 0, 2, 2, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 3]
266	[0, 1, 0, 0, 0, 2, 3, 3, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 1, 0]
267	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
268	[2, 0, 3, 1, 1, 0, 7, 0, 0, 3, 0, 0, 0, 0, 1, 0, 4, 0, 1, 0, 0, 4]
269	[0, 0, 4, 1, 0, 1, 4, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 4]
270	[1, 4, 0, 0, 2, 0, 2, 2, 0, 0, 1, 0, 0, 0, 1, 0, 4, 0, 1, 0, 0, 1]
271	[1, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 0, 0, 0, 3, 0, 2, 0, 0, 1]
272	[0, 1, 5, 6, 1, 1, 2, 7, 0, 1, 0, 0, 2, 0, 0, 0, 5, 1, 1, 0, 2, 2]
273	[2, 13, 5, 5, 1, 1, 12, 18, 1, 11, 1, 5, 0, 6, 2, 3, 9, 1, 7, 1, 2, 18]
274	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
275	[6, 6, 10, 7, 1, 0, 10, 6, 7, 3, 9, 10, 2, 9, 6, 3, 4, 0, 6, 0, 3, 3]
276	[1, 2, 1, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0]
277	[0, 2, 1, 0, 3, 0, 2, 0, 3, 2, 0, 0, 1, 2, 1, 0, 1, 2, 0, 0, 0, 1]
278	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2]
279	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]
280	[0, 0, 1, 0, 0, 0, 5, 1, 1, 2, 2, 0, 0, 0, 0, 0, 4, 0, 2, 0, 2, 3]
281	[0, 1, 1, 0, 1, 1, 1, 3, 3, 0, 2, 2, 0, 4, 1, 1, 0, 1, 1, 0, 1, 10]
282	[0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 2, 4, 0, 1, 0, 0, 0]
283	[0, 1, 3, 1, 3, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0]
284	[0, 1, 7, 1, 5, 5, 0, 3, 0, 2, 0, 2, 4, 2, 0, 0, 1, 1, 5, 0, 0, 5]
285	[0, 3, 0, 0, 0, 3, 0, 0, 2, 0, 2, 0, 6, 1, 0, 0, 0, 1, 1, 0, 0, 0]
286	[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2]
287	[0, 0, 1, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1, 2]
288	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
289	[1, 1, 1, 0, 2, 1, 3, 0, 0, 0, 1, 1, 2, 1, 0, 0, 1, 0, 1, 0, 1, 0]
290	[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
291	[1, 1, 0, 0, 0, 1, 4, 1, 2, 2, 2, 0, 2, 1, 1, 1, 5, 0, 1, 0, 0, 1]
292	[0, 0, 1, 1, 0, 1, 2, 2, 0, 1, 0, 0, 3, 0, 0, 2, 1, 0, 0, 0, 0, 1]
293	[1, 1, 1, 1, 5, 0, 0, 1, 1, 0, 0, 1, 5, 1, 0, 1, 2, 0, 0, 0, 0, 0]
294	[0, 0, 1, 0, 0, 0, 2, 1, 3, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0]
295	[0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 7]
296	[0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 2]
297	[5, 8, 6, 1, 3, 0, 8, 2, 1, 6, 0, 2, 3, 3, 0, 0, 1, 0, 2, 0, 1, 7]
298	[2, 4, 2, 0, 0, 1, 5, 2, 2, 1, 0, 2, 0, 0, 0, 0, 3, 0, 1, 1, 0, 2]
299	[1, 0, 2, 2, 1, 1, 3, 0, 2, 4, 4, 4, 3, 3, 0, 1, 7, 0, 8, 1, 0, 2]
300	[0, 2, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]
301	[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
302	[0, 2, 5, 2, 0, 0, 3, 3, 0, 1, 2, 1, 1, 1, 0, 0, 4, 0, 2, 0, 1, 1]
303	[0, 1, 0, 0, 1, 1, 0, 4, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]
304	[0, 1, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 3, 1, 1, 1, 0, 0, 0, 0, 1]
305	[0, 4, 0, 1, 2, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 0, 2, 0, 2, 0, 0, 2]
306	[1, 7, 6, 5, 0, 1, 4, 4, 6, 2, 0, 6, 5, 1, 0, 1, 1, 0, 14, 0, 1, 8]
307	[0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
308	[0, 1, 0, 0, 0, 0, 3, 5, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0]
309	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0]
310	[0, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 2, 14]
311	[0, 4, 3, 0, 0, 1, 1, 4, 0, 1, 1, 0, 2, 2, 0, 0, 3, 0, 0, 0, 0, 0]
312	[2, 1, 3, 3, 2, 0, 5, 2, 0, 5, 0, 0, 1, 0, 0, 0, 4, 0, 3, 0, 0, 2]
313	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
314	[0, 1, 5, 3, 2, 1, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]
315	[0, 0, 1, 3, 0, 0, 2, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 1, 3, 0, 0, 2]
316	[2, 7, 2, 3, 0, 0, 7, 3, 2, 6, 1, 0, 1, 0, 0, 0, 10, 0, 0, 1, 1, 13]
317	[0, 1, 5, 1, 1, 1, 3, 5, 1, 2, 1, 0, 4, 0, 1, 0, 2, 0, 1, 0, 0, 4]
318	[0, 4, 2, 0, 3, 0, 2, 2, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 3, 0, 0, 3]
319	[0, 1, 3, 0, 0, 0, 1, 0, 1, 3, 0, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 2]
320	[0, 0, 1, 2, 0, 4, 1, 0, 5, 0, 0, 2, 3, 0, 1, 1, 1, 1, 0, 0, 0, 0]
321	[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]
322	[0, 5, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
323	[0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0]
324	[1, 0, 1, 2, 1, 2, 1, 1, 1, 3, 0, 2, 0, 1, 0, 3, 2, 3, 0, 0, 0, 1]
325	[0, 3, 1, 1, 0, 1, 6, 3, 0, 1, 1, 0, 1, 1, 1, 0, 2, 0, 3, 0, 1, 14]
326	[1, 0, 1, 0, 2, 2, 0, 3, 2, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]
327	[0, 6, 0, 3, 3, 0, 6, 1, 1, 1, 3, 4, 0, 1, 1, 1, 4, 4, 1, 0, 0, 6]
328	[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
329	[1, 1, 0, 0, 0, 0, 2, 1, 0, 0, 1, 2, 3, 1, 0, 0, 1, 1, 0, 0, 0, 2]
330	[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
331	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5]
332	[0, 0, 2, 0, 2, 0, 3, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
333	[0, 1, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 4, 1, 0, 2, 2, 0, 0, 0, 1, 1]
334	[0, 1, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3]
335	[0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0]
336	[0, 0, 1, 1, 0, 1, 3, 1, 4, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2]
337	[0, 3, 1, 2, 0, 0, 10, 0, 0, 8, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0]
338	[0, 1, 0, 0, 2, 3, 0, 1, 0, 0, 1, 0, 1, 2, 0, 0, 1, 0, 2, 0, 0, 0]
339	[0, 15, 4, 2, 0, 1, 6, 11, 1, 4, 2, 10, 3, 1, 0, 5, 5, 3, 10, 0, 1, 12]
340	[0, 1, 1, 0, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 2]
341	[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
342	[0, 4, 1, 0, 0, 1, 15, 1, 0, 2, 0, 5, 0, 2, 0, 0, 8, 0, 5, 0, 0, 20]
343	[2, 0, 1, 2, 0, 0, 1, 1, 0, 1, 0, 1, 0, 2, 1, 3, 2, 0, 1, 0, 0, 2]
344	[0, 4, 3, 4, 2, 2, 0, 3, 0, 1, 2, 1, 5, 0, 0, 4, 4, 0, 0, 0, 0, 0]
345	[2, 4, 4, 0, 5, 2, 7, 1, 0, 3, 1, 1, 1, 4, 0, 5, 3, 0, 3, 0, 2, 4]
346	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
347	[0, 1, 2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 5, 0, 0, 1]
348	[0, 6, 1, 3, 0, 0, 3, 3, 0, 2, 0, 1, 1, 1, 0, 0, 2, 0, 4, 0, 0, 10]
349	[1, 1, 7, 6, 3, 5, 2, 3, 3, 3, 6, 2, 3, 1, 2, 4, 6, 0, 5, 0, 1, 0]
350	[5, 5, 3, 2, 7, 13, 0, 1, 6, 8, 4, 2, 16, 5, 3, 11, 4, 10, 1, 0, 1, 1]
351	[0, 5, 1, 1, 1, 2, 2, 1, 0, 0, 0, 1, 0, 2, 1, 3, 0, 5, 0, 0, 0, 1]
352	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]
353	[0, 0, 0, 1, 0, 2, 4, 5, 0, 1, 0, 1, 4, 3, 0, 1, 3, 0, 0, 0, 1, 1]
354	[0, 1, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]
355	[0, 4, 0, 1, 0, 0, 3, 3, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 1, 0, 0, 8]
356	[1, 1, 5, 5, 4, 10, 3, 1, 2, 1, 2, 3, 3, 2, 0, 5, 4, 3, 4, 1, 1, 5]
357	[0, 1, 1, 1, 3, 0, 1, 7, 0, 1, 1, 1, 4, 1, 1, 1, 2, 0, 0, 0, 0, 0]
358	[0, 3, 4, 0, 1, 4, 0, 2, 3, 0, 3, 2, 5, 3, 1, 1, 5, 0, 3, 0, 0, 1]
359	[3, 4, 1, 3, 1, 2, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 0, 1, 3]
360	[1, 2, 0, 1, 0, 1, 3, 2, 1, 3, 4, 1, 1, 3, 1, 0, 0, 0, 1, 0, 2, 3]
361	[0, 2, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2]
362	[0, 1, 1, 2, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
363	[0, 0, 2, 1, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
364	[0, 2, 11, 0, 1, 4, 3, 5, 2, 1, 1, 3, 0, 2, 0, 2, 0, 1, 2, 0, 0, 4]
365	[0, 0, 3, 0, 0, 1, 3, 0, 0, 0, 3, 0, 0, 0, 1, 3, 3, 0, 1, 0, 2, 0]
366	[0, 1, 2, 3, 1, 0, 2, 1, 0, 5, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 6]
367	[0, 4, 0, 1, 0, 0, 0, 1, 15, 0, 0, 1, 1, 2, 0, 0, 0, 1, 3, 0, 0, 6]
368	[1, 3, 1, 4, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 1]
369	[1, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 4, 1, 0, 0, 0, 1, 0, 2, 0, 0, 3]
370	[0, 0, 0, 0, 1, 2, 0, 1, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]
371	[0, 3, 3, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 3, 0, 1, 0, 1, 2]
372	[2, 2, 3, 2, 0, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]
373	[0, 0, 1, 0, 1, 1, 0, 1, 3, 0, 1, 2, 3, 0, 0, 2, 0, 4, 0, 0, 0, 1]
374	[0, 2, 0, 2, 1, 0, 1, 0, 1, 3, 1, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 1]
375	[1, 5, 10, 9, 4, 10, 3, 7, 1, 6, 6, 1, 10, 2, 1, 3, 3, 0, 3, 0, 3, 7]
376	[0, 3, 5, 2, 2, 0, 1, 3, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1, 1, 0, 0, 3]
377	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
378	[3, 3, 9, 2, 2, 1, 6, 1, 3, 3, 1, 0, 1, 2, 1, 0, 5, 2, 2, 0, 1, 4]
379	[0, 0, 10, 5, 3, 5, 1, 6, 5, 0, 4, 1, 9, 3, 4, 2, 1, 1, 0, 0, 0, 1]
380	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0]
381	[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 1, 0, 1, 1, 3, 1, 0, 0, 1]
382	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
383	[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
384	[0, 2, 1, 1, 0, 1, 2, 1, 1, 0, 0, 2, 3, 0, 0, 0, 1, 0, 2, 0, 0, 7]
385	[0, 0, 3, 1, 1, 0, 5, 1, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1]
386	[0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 0, 2, 0, 0, 8]
387	[0, 7, 2, 1, 1, 1, 13, 4, 0, 1, 0, 3, 0, 1, 0, 0, 3, 0, 4, 1, 1, 7]
388	[1, 2, 1, 1, 0, 2, 0, 1, 0, 4, 3, 1, 0, 1, 1, 2, 3, 1, 3, 0, 1, 1]
389	[0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 3]
390	[3, 3, 1, 2, 0, 1, 1, 1, 3, 0, 3, 2, 3, 1, 2, 2, 1, 0, 1, 0, 1, 2]
391	[0, 0, 0, 2, 0, 2, 0, 0, 2, 1, 0, 1, 3, 0, 0, 2, 1, 1, 1, 0, 0, 0]
392	[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
393	[0, 4, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 2, 4, 1, 1, 0, 2, 0, 0, 2]
394	[0, 0, 1, 1, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1, 2, 1, 2, 0, 0, 0, 1, 1]
395	[0, 3, 3, 5, 3, 3, 4, 4, 0, 0, 2, 1, 1, 2, 1, 2, 3, 3, 5, 0, 1, 3]
396	[0, 8, 6, 3, 2, 1, 11, 4, 3, 8, 2, 0, 1, 5, 3, 1, 7, 1, 7, 0, 3, 4]
397	[0, 2, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 3]
398	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
399	[0, 2, 0, 1, 0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 0]
400	[0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0, 3, 0, 0, 4]
401	[0, 4, 2, 1, 0, 0, 6, 1, 0, 1, 1, 1, 2, 4, 1, 1, 4, 1, 0, 0, 3, 6]
402	[0, 1, 2, 0, 1, 0, 1, 2, 4, 1, 0, 2, 1, 0, 0, 0, 1, 0, 2, 0, 0, 1]
403	[0, 3, 2, 3, 2, 0, 0, 0, 0, 2, 3, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]
